商品,订单号,订单状态,商品总价(元),店铺优惠折扣(元),平台优惠折扣(元),用户实付金额(元),商家实收金额(元),商品数量(件),发货时间,确认收货时间,商品id,商品规格,样式ID,商家备注,售后状态,快递单号,快递公司,订单成交时间,是否分期,分期期数,手续费承担方,分期方式
2023睡裙女春夏季冰丝性感薄款男友风白衬衫网红中长款仿真丝睡衣,230710-276598681111117,已签收,"69.7	","3.0	","0.0	","66.7	","66.7	","1	",2023/7/12 8:12,2023/7/22 8:12,"497980882524	","高级丝滑面料0001白色,2XL码 【建议180-200斤】","1413978250661	",#dd#230710-312863681982951#18059530840#2023-07-10#238657498353#19.88##;,无售后或售后取消,"777154279869593	",申通快递,2023/7/10 20:30,否,,"	",
冰丝仿亚麻系带松紧腰灯笼阔腿裤五分裤女夏季新款宽松仿棉麻短裤,230710-636275946443671,已发货，退款成功,"75.65	","5.0	","0.0	","70.65	","70.65	","1	",2023/7/11 2:36,"	","498376627311	","白色 （五分裤）,L 建议（100-115斤）","1414619507303	",#dd#230710-293234349502951#18059530840#2023-07-10#457294457827#20.42##;,退款成功,"777154121674106	",申通快递,2023/7/10 20:30,否,,"	",
冰丝阔腿运动短裤女夏季薄款大码胖mm高腰宽松显瘦五分休闲中裤子,230710-576590979851901,已签收,"55.25	","5.0	","0.0	","50.25	","50.25	","1	",2023/7/12 1:37,2023/7/22 1:37,"498404375841	","黑色+灰色【2件装】,L（建议105-115斤）","1414665284393	",#dd#230710-130694521662951#18059530840#2023-07-10#380595681868#18.91##;,无售后或售后取消,"777154275888585	",申通快递,2023/7/10 20:30,否,,"	",
亚麻阔腿裤女高腰垂感2023字母松紧腰棉麻女裤宽松显瘦拖地长裤子,230710-432029070103912,已取消,"76.5	","3.0	","0.0	","73.5	","73.5	","1	","	","	","498382503935	","卡其色,3XL 建议135-155斤","1414629108857	","	",无售后或售后取消,"	","	","	","	",,"	",
亚麻阔腿裤女高腰垂感2023字母松紧腰棉麻女裤宽松显瘦拖地长裤子,230710-450887699223912,已取消,"76.5	","5.0	","0.0	","71.5	","71.5	","1	","	","	","498382503935	","卡其色,3XL 建议135-155斤","1414629108857	","	",无售后或售后取消,"	","	","	","	",,"	",
【两套价买一送一】睡裙女夏韩版网红女士学生宽松卡通可爱可外穿,230710-250756484111236,未发货，退款成功,"55.25	","5.0	","0.0	","50.25	","50.25	","1	","	","	","497957852711	","长尾猫+棕色北极熊,3XL 建议125-150斤","1413942801218	",#dd#230710-378525511102951#18059530840#2023-07-10#292404997582#19.9##;,退款成功,"	","	",2023/7/10 20:23,否,,"	",
300斤睡衣女夏季薄款冰丝短袖套装新款可爱性感纯欲可外穿家居服,230710-651920742050622,已取消,"69.7	","5.0	","0.0	","64.7	","64.7	","1	","	","	","498240847913	","白色,2XL 190-240斤","1414394157617	","	",无售后或售后取消,"	","	","	","	",,"	",
UPF50+冰丝阔腿裤女夏季薄款高腰垂感小个子直筒休闲凉凉防晒裤,230710-095761253971962,已签收,"67.1	","5.0	","0.0	","62.1	","62.1	","1	",2023/7/12 1:33,2023/7/22 9:33,"498403131033	","深灰【常规款】 建议身高153-16,M 【105-120斤】遮肉显腿瘦","1414663222976	",#dd#230710-541589523262951#18059530840#2023-07-10#486305433383#25.9##;,无售后或售后取消,"463008494381832	",韵达快递,2023/7/10 20:21,否,,"	",
100%纯棉高档睡衣女夏天全棉短袖短裤新款薄款圆领夏季家居服套装,230710-370425209853683,已签收,"62.9	","5.0	","0.0	","57.9	","57.9	","1	",2023/7/12 8:12,2023/7/20 22:00,"498000631123	","A25233 全棉,L 【95-115斤】","1414008760750	",#dd#230710-478800823742951#18059530840#2023-07-10#474405619066#22.5##;,无售后或售后取消,"777154279937301	",申通快递,2023/7/10 20:21,否,,"	",
天丝牛仔短裤子女夏新款薄冰丝休闲五分宽松阔腿高腰a字热裤大码,230710-218072370210413,已发货，退款成功,"44.88	","5.0	","3.0	","36.88	","39.88	","1	",2023/7/12 1:37,"	","498400479862	","浅蓝,XL(140-170斤）","1414658742471	",#dd#230710-050488943422951#18059530840#2023-07-10#494649908522#12.9##;,退款成功,"463008550453035	",韵达快递,2023/7/10 20:20,否,,"	",
大码女夏装新款微胖mm洋气遮肉显瘦裤裙高腰阔腿宽松外穿西装短裤,230710-370388540224000,已发货，退款成功,"65.45	","5.0	","0.0	","60.45	","60.45	","1	",2023/7/12 1:37,"	","498396200938	","黑色,2XL 140-160斤","1414652246785	",#dd#230710-502309907902951#18059530840#2023-07-10#461688380246#24.98##;,退款成功,"463008550450711	",韵达快递,2023/7/10 20:17,否,,"	",
中老年棉绸睡裙女夏季睡衣人造棉连衣裙子中长款大码家居服妈妈装,230710-352814386021087,已取消,"48.45	","5.0	","0.0	","43.45	","43.45	","1	","	","	","498019686226	","蓝色雏菊,4XL 【145-165斤以内】","1414037886314	","	",无售后或售后取消,"	","	","	","	",,"	",
两件装棉麻七分裤女夏季宽松大码亚麻松紧腰小脚哈伦裤百搭休闲裤,230710-604619478562162,已签收,"90.1	","5.0	","0.0	","85.1	","85.1	","1	",2023/7/12 8:12,2023/7/22 8:12,"498367733224	","棕色+黄色【两件装】,2XL 建议130-145斤","1414604790435	",#dd#230710-090754313662951#18059530840#2023-07-10#390538439484#36.5##;,无售后或售后取消,"777154279875542	",申通快递,2023/7/10 20:15,否,,"	",
紫色冰丝运动短裤女夏季2023薄款中裤高腰直筒阔腿宽松五分裤子潮,230710-684190636951290,已发货，退款成功,"73.7	","5.0	","0.0	","68.7	","68.7	","1	",2023/7/12 8:12,"	","498376076116	","粉色【冰丝面料】,XL 【建议125-140斤】","1414618449542	",#dd#230710-594678967742951#18059530840#2023-07-10#490406349465#23.8##;,退款成功,"777154279898075	",申通快递,2023/7/10 20:15,否,,"	",
100%纯棉高档睡衣女夏天全棉短袖短裤新款薄款圆领夏季家居服套装,230710-578384086693889,未发货，退款成功,"62.9	","3.0	","0.0	","59.9	","59.9	","1	","	","	","498000631123	","A25250 全棉,XL 【115-130斤】","1414008760771	","	",退款成功,"	","	",2023/7/10 20:14,否,,"	",
100%纯棉高档睡衣女夏天全棉短袖七分裤学生新款ins风家居服套装,230710-233984500510745,已签收,"65.45	","5.0	","0.0	","60.45	","60.45	","1	",2023/7/12 1:37,2023/7/15 15:10,"497947696959	","全棉25192,M 【70-100斤】","1413927064053	",#dd#230710-025312705982951#18059530840#2023-07-10#467267952482#24.98##;,无售后或售后取消,"777154275890592	",申通快递,2023/7/10 20:09,否,,"	",
2023新款女睡衣夏妈妈棉绸睡裙圆领中长款无袖连衣裙人造棉家居服,230710-623488541723765,已签收,"50.15	","5.0	","0.0	","45.15	","45.15	","1	",2023/7/12 1:37,2023/7/22 9:37,"498014880433	","蓝色百合,3XL 125-145斤","1414030866256	",#dd#230710-309340414782951#18059530840#2023-07-10#234825883860#13.78##;,无售后或售后取消,"463008550453510	",韵达快递,2023/7/10 20:04,否,,"	",
冰丝西装阔腿裤女高腰垂坠感胖mm直筒梨形身材夏季薄款休闲西裤子,230710-400105205251996,已发货，退款成功,"119.0	","5.0	","0.0	","114.0	","114.0	","1	",2023/7/12 1:37,"	","498379262538	","黑色-常规款 X030,2XL码 适合126-135斤","1414624293912	",#dd#230710-668435803582951#18059530840#2023-07-10#359170288690#49.9##;,退款成功,"463008550362919	",韵达快递,2023/7/10 20:02,否,,"	",
100%纯棉高档睡衣女夏天全棉短袖短裤新款薄款圆领夏季家居服套装,230710-196094248613889,未发货，退款成功,"62.9	","5.0	","0.0	","57.9	","57.9	","1	","	","	","498000631123	","A25346 全棉,L 【95-115斤】","1414008760806	","	",退款成功,"	","	",2023/7/10 20:02,否,,"	",
大码女夏装新款微胖mm洋气遮肉显瘦裤裙高腰阔腿宽松外穿西装短裤,230710-083770807950397,已发货，退款成功,"65.45	","5.0	","0.0	","60.45	","60.45	","1	",2023/7/12 1:32,"	","498396200938	","黑色,L 100-120斤","1414652246783	",#dd#230710-166797034942951#18059530840#2023-07-10#461688380246#24.98##;,退款成功,"463008500574260	",韵达快递,2023/7/10 20:06,否,,"	",
深灰色冰丝阔腿裤女春夏薄款高腰垂感宽松胖mm显瘦休闲防蚊凉凉裤,230710-017201970830792,已签收,"55.25	","5.0	","0.0	","50.25	","50.25	","1	",2023/7/12 1:37,2023/7/22 1:37,"498377258517	","黑色【常规款】 建议身高159-17,5XL 建议180-200斤","1414620673051	",#dd#230710-347377509182951#18059530840#2023-07-10#377549972421#19.8##;,无售后或售后取消,"777154275892463	",申通快递,2023/7/10 19:58,否,,"	",
两件装棉麻七分裤女夏季宽松大码亚麻松紧腰小脚哈伦裤百搭休闲裤,230710-180528106300023,已签收,"52.7	","3.0	","0.0	","49.7	","49.7	","1	",2023/7/12 1:37,2023/7/22 1:37,"498367733224	","黑色（单件）,M 建议80-100斤","1414604790504	",#dd#230710-564700169662951#18059530840#2023-07-10#0#18.8##;,无售后或售后取消,"463008550396863	",韵达快递,2023/7/10 19:54,否,,"	",
棉绸连衣裙女夏外穿小个子短袖时尚洋气睡裙妈妈年轻2023新款裙子,230710-254222069370865,未发货，退款成功,"55.25	","5.0	","0.0	","50.25	","50.25	","1	","	","	","498235547750	","Q02无袖(6)绿百合,3XL（建议125-140斤）","1414385640174	","	",退款成功,"	","	",2023/7/10 19:53,否,,"	",
两件装棉麻七分裤女夏季宽松大码亚麻松紧腰小脚哈伦裤百搭休闲裤,230710-389818633020023,已取消,"52.7	","5.0	","0.0	","47.7	","47.7	","1	","	","	","498367733224	","黑色（单件）,M 建议80-100斤","1414604790504	","	",无售后或售后取消,"	","	","	","	",,"	",
新棉绸无袖吊带睡裙女夏季薄款加大码宽松背心裙人造棉中长款睡衣,230710-488956261433957,未发货，退款成功,"55.25	","5.0	","0.0	","50.25	","50.25	","1	","	","	","498013210436	","155-吊带【深蓝碎花】高品质,2XL 建议110-125斤左右","1414027961870	","	",退款成功,"	","	",2023/7/10 19:53,否,,"	",
睡衣女夏季冰丝短袖2021新款韩版V领薄款仿真丝绸家居服两件套装,230710-560799435781152,已取消,"97.75	","5.0	","0.0	","92.75	","92.75	","1	","	","	","497949373095	","V领百合花杏+V领百合花粉,XL 【110-125斤】","1413930005332	","	",无售后或售后取消,"	","	","	","	",,"	",
蓝色冰丝阔腿裤女2023新款高腰垂感小个子夏薄款防晒醋酸凉凉裤子,230710-338532780852399,已发货，待签收,"68.5	","5.0	","0.95	","62.55	","63.5	","1	",2023/7/12 1:37,"	","498389049017	","灰色【加长款】（醋酸凉凉裤）,L 111-125斤","1414640391696	",#dd#230710-600503755582951#18059530840#2023-07-10#462517373301#24.89##;,售后处理中,"777154275892621	",申通快递,2023/7/10 19:46,否,,"	",
亚麻阔腿裤女高腰垂感折扣商场清仓处理夏季棉麻女裤花苞腰直筒裤,230710-428579244860604,已发货，退款成功,"69.7	","5.0	","0.0	","64.7	","64.7	","1	",2023/7/12 1:37,"	","498369161630	","938灰色长裤,3XL 建议135-155斤","1414606852323	",#dd#230710-406810869182951#18059530840#2023-07-10#464233083968#26.9##;,退款成功,"777154275892985	",申通快递,2023/7/10 19:47,否,,"	",
大码女夏装新款微胖mm洋气遮肉显瘦裤裙高腰阔腿宽松外穿西装短裤,230710-440108379661733,已签收,"65.45	","5.0	","0.0	","60.45	","60.45	","1	",2023/7/12 1:37,2023/7/15 19:40,"498396200938	","黑色,XL 120-140斤","1414652246784	",#dd#230710-415980624702951#18059530840#2023-07-10#461688380246#24.98##;,无售后或售后取消,"463008550458565	",韵达快递,2023/7/10 19:45,否,,"	",
两件装棉麻七分裤女夏季宽松大码亚麻松紧腰小脚哈伦裤百搭休闲裤,230710-653493543910835,已签收,"52.7	","5.0	","0.0	","47.7	","47.7	","1	",2023/7/12 8:12,2023/7/22 8:12,"498367733224	","白色（单件）,M 建议80-100斤","1414604790498	",#dd#230710-301303131582951#18059530840#2023-07-10#390538439484#18.8##;,无售后或售后取消,"777154279905080	",申通快递,2023/7/10 19:45,否,,"	",
亚麻阔腿裤女高腰垂感2023字母松紧腰棉麻女裤宽松显瘦拖地长裤子,230710-662160066171356,未发货，退款成功,"76.5	","5.0	","0.0	","71.5	","71.5	","1	","	","	","498382503935	","卡其色,L 建议105-115斤","1414629108854	",#dd#230710-684678204222951#18059530840#2023-07-10#462151508603#29.9##;,退款成功,"	","	",2023/7/10 19:45,否,,"	",
100%棉麻复古萝卜裤子女2023夏新款哈伦裤宽松纯色百搭休闲九分裤,230710-608305212803080,已签收,"52.7	","5.0	","0.0	","47.7	","47.7	","1	",2023/7/12 8:12,2023/7/22 8:12,"498371942762	","粉色,4XL 建议180-200斤","1414611427503	",#dd#230710-330851961662951#18059530840#2023-07-10#238001792094#18.9##;,无售后或售后取消,"777154279875268	",申通快递,2023/7/10 19:42,否,,"	",
纯色棉绸睡衣女短袖长裤两件套夏季新款大码宽松人造棉套装家居服,230710-518416055801452,已签收,"90.95	","3.0	","0.0	","87.95	","87.95	","1	",2023/7/12 1:37,2023/7/16 10:48,"498241710851	","绿色,L（建议100-110斤）","1414396011700	",#dd#230710-408373205822951#18059530840#2023-07-10#345144408481#35.8##;,无售后或售后取消,"777154275893092	",申通快递,2023/7/10 19:41,否,,"	",
100%纯棉高档睡衣女夏天全棉短袖短裤新款薄款圆领夏季家居服套装,230710-168516658202731,已取消,"62.9	","5.0	","0.0	","57.9	","57.9	","1	","	","	","498000631123	","A25307 全棉,L 【95-115斤】","1414008760778	","	",无售后或售后取消,"	","	","	","	",,"	",
纯色棉绸睡衣女短袖长裤两件套夏季新款大码宽松人造棉套装家居服,230710-329520259961452,已取消,"90.95	","5.0	","0.0	","85.95	","85.95	","1	","	","	","498241710851	","绿色,L（建议100-110斤）","1414396011700	","	",无售后或售后取消,"	","	","	","	",,"	",
冰丝阔腿运动短裤女夏季薄款大码胖mm高腰宽松显瘦五分休闲中裤子,230710-630613636083726,已签收,"55.25	","5.0	","0.0	","50.25	","50.25	","1	",2023/7/12 1:37,2023/7/16 12:21,"498404375841	","黑色+粉红色【2件装】,XL（建议115-125斤）","1414665284386	",#dd#230710-502650653502951#18059530840#2023-07-10#380595681868#18.91##;,无售后或售后取消,"777154275889949	",申通快递,2023/7/10 19:38,否,,"	",
夏季镂空运动裤女薄款宽松阔腿束脚裤网纱裤子显瘦休闲速干空调裤,230710-005672825880734,已发货，退款成功,"75.65	","5.0	","0.0	","70.65	","70.65	","1	",2023/7/12 9:53,"	","498386511934	","黑色,2XL","1414635871743	",#dd#230711-046986720263040#17350128509#2023-07-11#383586099112#29.5##;,退款成功,"777154326599474	",申通快递,2023/7/11 12:57,否,,"	",
亚麻阔腿裤女高腰垂感2023字母松紧腰棉麻女裤宽松显瘦拖地长裤子,230710-560458669111589,已签收,"76.5	","5.0	","0.0	","71.5	","71.5	","1	",2023/7/12 8:12,2023/7/22 8:12,"498382503935	","卡其色,S 建议80-90斤","1414629108852	",#dd#230710-306504037182951#18059530840#2023-07-10#462151508603#29.9##;,无售后或售后取消,"777154279878390	",申通快递,2023/7/10 19:34,否,,"	",
天丝牛仔短裤子女夏新款薄冰丝休闲五分宽松阔腿高腰a字热裤大码,230710-383212666483286,已发货，退款成功,"44.88	","5.0	","0.0	","39.88	","39.88	","1	",2023/7/12 8:10,"	","498400479862	","浅蓝,M(80-110斤)","1414658742469	",#dd#230710-067360572862951#18059530840#2023-07-10#494649908522#12.9##;,退款成功,"463008615006332	",韵达快递,2023/7/10 19:33,否,,"	",
纯棉短裤女夏百搭五分裤2023新款文艺休闲松紧高腰显瘦口袋阔腿裤,230710-203911392772652,已发货，待签收,"35.7	","5.0	","0.0	","30.7	","30.7	","1	",2023/7/12 8:12,"	","498395592334	","黑色 【一条装】,XL 建议110-125斤","1414650980905	",#dd#230710-388109485502951#18059530840#2023-07-10#222307586571#9.72##;,无售后或售后取消,"777154279946420	",申通快递,2023/7/10 19:33,否,,"	",
天丝牛仔短裤子女夏新款薄冰丝休闲五分宽松阔腿高腰a字热裤大码,230710-273751787123286,已取消,"44.88	","5.0	","0.0	","39.88	","39.88	","1	","	","	","498400479862	","浅蓝,M(80-110斤)","1414658742469	","	",无售后或售后取消,"	","	","	","	",,"	",
天丝牛仔短裤子女夏新款薄冰丝休闲五分宽松阔腿高腰a字热裤大码,230710-372296938271617,已签收,"44.88	","3.0	","0.0	","41.88	","41.88	","1	",2023/7/12 1:37,2023/7/22 9:37,"498400479862	","浅蓝,L（110-140斤）","1414658742470	",#dd#230710-583406785982951#18059530840#2023-07-10#0#12.9##;,无售后或售后取消,"463008550382452	",韵达快递,2023/7/10 19:32,否,,"	",
紫色冰丝运动短裤女夏季2023薄款中裤高腰直筒阔腿宽松五分裤子潮,230710-612452341151617,已签收,"63.25	","5.0	","0.0	","58.25	","58.25	","1	",2023/7/12 1:37,2023/7/22 9:37,"498376076116	","701黑色【高档面料】,L 【建议110-125斤】","1414618449566	",#dd#230710-544693297982951#18059530840#2023-07-10#0#19.9##;,无售后或售后取消,"463008550453803	",韵达快递,2023/7/10 19:31,否,,"	",
睡衣女夏季薄款绵绸套装冰丝中老年棉绸家居服人造棉短袖两件套装,230710-351556115291871,已签收,"76.5	","5.0	","0.0	","71.5	","71.5	","1	",2023/7/12 1:32,2023/7/22 1:32,"497986073135	","竖条蒲公英,XL（建议105-120斤）","1413986962880	",#dd#230710-379930613182951#18059530840#2023-07-10#0#29.9##;,无售后或售后取消,"463008464474933	",韵达快递,2023/7/10 19:31,否,,"	",
冰丝阔腿运动短裤女夏季薄款大码胖mm高腰宽松显瘦五分休闲中裤子,230710-482187703330922,未发货，退款成功,"55.25	","5.0	","0.0	","50.25	","50.25	","1	","	","	","498404375841	","黑色+粉红色【2件装】,2XL（建议125-145斤）","1414665284387	",#dd#230710-315710534462951#18059530840#2023-07-10#0#18.91##;,退款成功,"	","	",2023/7/10 19:31,否,,"	",
法国进口纯亚麻九分裤宽松显瘦松紧腰大码棉麻哈伦裤小脚九分裤女,230710-410391746033104,已取消,"89.25	","5.0	","0.0	","84.25	","84.25	","1	","	","	","498367213758	","亚麻色,L 100-110斤","1414603561179	","	",无售后或售后取消,"	","	","	","	",,"	",
中老年女装人造棉睡裙妈妈装大码棉绸睡衣连衣裙休闲宽松家居服夏,230710-156452853283884,已签收,"40.8	","5.0	","0.0	","35.8	","35.8	","1	",2023/7/12 1:37,2023/7/22 1:37,"498242998756	","米色腰果花,2XL 建议90-138斤","1414398240035	",#dd#230710-253257347902951#18059530840#2023-07-10#0#13.3##;,无售后或售后取消,"463008550390695	",韵达快递,2023/7/10 19:28,否,,"	",
亚麻阔腿裤女高腰垂感2023字母松紧腰棉麻女裤宽松显瘦拖地长裤子,230710-221758124820935,已签收,"76.5	","5.0	","0.0	","71.5	","71.5	","1	",2023/7/12 8:12,2023/7/18 19:54,"498382503935	","黑色,M 建议95-105斤","1414629108859	",#dd#230710-668640224062951#18059530840#2023-07-10#462151508603#29.9##;,无售后或售后取消,"777154279942573	",申通快递,2023/7/10 19:26,否,,"	",
